Country,Country_code,Who_region,Wb_income,Year,Month,Agegroup,Deaths
Kuwait,KWT,EMR,HIC,2026,4,0_4,
Guatemala,GTM,AMR,UMC,2026,3,15_64,0
Guatemala,GTM,AMR,UMC,2026,2,5_14,0
Guatemala,GTM,AMR,UMC,2026,1,5_14,0
Guatemala,GTM,AMR,UMC,2026,2,0_4,0
Guatemala,GTM,AMR,UMC,2026,1,65+,0
Guatemala,GTM,AMR,UMC,2026,1,15_64,0
Guatemala,GTM,AMR,UMC,2026,4,0_4,0
Guatemala,GTM,AMR,UMC,2026,1,0_4,0
Guam,GUM,WPR,HIC,2026,4,5_14,
Guam,GUM,WPR,HIC,2026,4,15_64,
Guam,GUM,WPR,HIC,2026,3,5_14,
Guam,GUM,WPR,HIC,2026,3,0_4,
Guam,GUM,WPR,HIC,2026,2,5_14,
Guam,GUM,WPR,HIC,2026,2,15_64,
Guam,GUM,WPR,HIC,2026,4,0_4,
Guam,GUM,WPR,HIC,2026,1,5_14,
Guam,GUM,WPR,HIC,2026,3,15_64,
Guam,GUM,WPR,HIC,2026,1,0_4,
Guam,GUM,WPR,HIC,2026,2,0_4,
Guam,GUM,WPR,HIC,2026,1,15_64,
Guam,GUM,WPR,HIC,2026,4,65+,
Guam,GUM,WPR,HIC,2026,3,65+,
Guam,GUM,WPR,HIC,2026,2,65+,
Guam,GUM,WPR,HIC,2026,1,65+,
Guadeloupe,GLP,AMR,,2026,4,65+,
Guadeloupe,GLP,AMR,,2026,4,5_14,
Guadeloupe,GLP,AMR,,2026,4,0_4,
Guatemala,GTM,AMR,UMC,2026,2,65+,0
Guatemala,GTM,AMR,UMC,2026,4,65+,0
Guatemala,GTM,AMR,UMC,2026,4,15_64,0
Guatemala,GTM,AMR,UMC,2026,4,5_14,0
Guinea,GIN,AFR,LMC,2026,3,0_4,
Guinea,GIN,AFR,LMC,2026,2,0_4,
Guinea,GIN,AFR,LMC,2026,1,15_64,
Guinea,GIN,AFR,LMC,2026,1,0_4,
Guinea,GIN,AFR,LMC,2026,4,65+,
Guinea,GIN,AFR,LMC,2026,3,65+,
Guinea,GIN,AFR,LMC,2026,2,65+,
Guinea,GIN,AFR,LMC,2026,1,65+,
Guernsey,GGY,EUR,,2026,4,5_14,
Guernsey,GGY,EUR,,2026,4,15_64,
Guernsey,GGY,EUR,,2026,3,5_14,
Guernsey,GGY,EUR,,2026,2,5_14,
Guernsey,GGY,EUR,,2026,2,15_64,
Guadeloupe,GLP,AMR,,2026,3,65+,
Guernsey,GGY,EUR,,2026,1,5_14,
Guernsey,GGY,EUR,,2026,1,0_4,
Guernsey,GGY,EUR,,2026,3,15_64,
Guernsey,GGY,EUR,,2026,3,0_4,
Guernsey,GGY,EUR,,2026,2,0_4,
Guernsey,GGY,EUR,,2026,1,15_64,
Guernsey,GGY,EUR,,2026,4,65+,
Guernsey,GGY,EUR,,2026,3,65+,
Guernsey,GGY,EUR,,2026,2,65+,
Guernsey,GGY,EUR,,2026,1,65+,
Guatemala,GTM,AMR,UMC,2026,3,65+,0
Guatemala,GTM,AMR,UMC,2026,3,5_14,0
Guatemala,GTM,AMR,UMC,2026,3,0_4,0
Guatemala,GTM,AMR,UMC,2026,2,15_64,0
Guernsey,GGY,EUR,,2026,4,0_4,
Guadeloupe,GLP,AMR,,2026,3,0_4,
Guadeloupe,GLP,AMR,,2026,2,65+,
Guadeloupe,GLP,AMR,,2026,2,5_14,
Greenland,GRL,EUR,HIC,2026,1,5_14,
Greenland,GRL,EUR,HIC,2026,1,0_4,
Greenland,GRL,EUR,HIC,2026,4,15_64,
Greenland,GRL,EUR,HIC,2026,3,15_64,
Greenland,GRL,EUR,HIC,2026,2,15_64,
Greenland,GRL,EUR,HIC,2026,1,15_64,
Greenland,GRL,EUR,HIC,2026,3,65+,
Greenland,GRL,EUR,HIC,2026,2,65+,
Greenland,GRL,EUR,HIC,2026,1,65+,
Greece,GRC,EUR,HIC,2026,4,5_14,0
Greece,GRC,EUR,HIC,2026,4,0_4,0
Greece,GRC,EUR,HIC,2026,3,65+,10
Greece,GRC,EUR,HIC,2026,2,65+,15
Greenland,GRL,EUR,HIC,2026,2,0_4,
Greece,GRC,EUR,HIC,2026,1,0_4,0
Greece,GRC,EUR,HIC,2026,2,5_14,0
Greece,GRC,EUR,HIC,2026,4,15_64,1
Greece,GRC,EUR,HIC,2026,3,5_14,0
Greece,GRC,EUR,HIC,2026,2,15_64,1
Greece,GRC,EUR,HIC,2026,3,15_64,0
Greece,GRC,EUR,HIC,2026,2,0_4,0
Greece,GRC,EUR,HIC,2026,1,65+,34
Greece,GRC,EUR,HIC,2026,1,15_64,3
Greece,GRC,EUR,HIC,2026,3,0_4,0
Greece,GRC,EUR,HIC,2026,1,5_14,0
Gibraltar,GIB,EUR,HIC,2026,4,65+,
Gibraltar,GIB,EUR,HIC,2026,4,5_14,
Gibraltar,GIB,EUR,HIC,2026,4,0_4,
Greece,GRC,EUR,HIC,2026,4,65+,3
Guinea,GIN,AFR,LMC,2026,4,0_4,
Greenland,GRL,EUR,HIC,2026,2,5_14,
Greenland,GRL,EUR,HIC,2026,3,5_14,
Guadeloupe,GLP,AMR,,2026,2,0_4,
Guadeloupe,GLP,AMR,,2026,1,65+,
Guadeloupe,GLP,AMR,,2026,1,0_4,
Guadeloupe,GLP,AMR,,2026,4,15_64,
Guadeloupe,GLP,AMR,,2026,3,5_14,
Guadeloupe,GLP,AMR,,2026,3,15_64,
Guadeloupe,GLP,AMR,,2026,2,15_64,
Guadeloupe,GLP,AMR,,2026,1,5_14,
Guadeloupe,GLP,AMR,,2026,1,15_64,
Grenada,GRD,AMR,UMC,2026,4,0_4,
Grenada,GRD,AMR,UMC,2026,4,5_14,
Grenada,GRD,AMR,UMC,2026,3,0_4,
Grenada,GRD,AMR,UMC,2026,4,15_64,
Greenland,GRL,EUR,HIC,2026,3,0_4,
Grenada,GRD,AMR,UMC,2026,2,0_4,
Grenada,GRD,AMR,UMC,2026,1,15_64,
Grenada,GRD,AMR,UMC,2026,3,15_64,
Grenada,GRD,AMR,UMC,2026,1,0_4,
Grenada,GRD,AMR,UMC,2026,2,5_14,
Grenada,GRD,AMR,UMC,2026,2,15_64,
Grenada,GRD,AMR,UMC,2026,1,5_14,
Grenada,GRD,AMR,UMC,2026,4,65+,
Grenada,GRD,AMR,UMC,2026,3,65+,
Grenada,GRD,AMR,UMC,2026,2,65+,
Grenada,GRD,AMR,UMC,2026,1,65+,
Greenland,GRL,EUR,HIC,2026,4,65+,
Greenland,GRL,EUR,HIC,2026,4,5_14,
Greenland,GRL,EUR,HIC,2026,4,0_4,
Grenada,GRD,AMR,UMC,2026,3,5_14,
Guinea,GIN,AFR,LMC,2026,1,5_14,
Guinea,GIN,AFR,LMC,2026,2,15_64,
Guinea,GIN,AFR,LMC,2026,2,5_14,
Honduras,HND,AMR,LMC,2026,3,5_14,0
Honduras,HND,AMR,LMC,2026,1,0_4,0
Honduras,HND,AMR,LMC,2026,3,0_4,0
Honduras,HND,AMR,LMC,2026,1,65+,0
Honduras,HND,AMR,LMC,2026,1,15_64,0
Honduras,HND,AMR,LMC,2026,2,65+,0
Honduras,HND,AMR,LMC,2026,2,5_14,0
Honduras,HND,AMR,LMC,2026,2,0_4,0
Holy See,VAT,EUR,,2026,4,65+,
Holy See,VAT,EUR,,2026,4,5_14,
Holy See,VAT,EUR,,2026,4,0_4,
Holy See,VAT,EUR,,2026,3,65+,
Holy See,VAT,EUR,,2026,3,5_14,
Honduras,HND,AMR,LMC,2026,4,15_64,0
Holy See,VAT,EUR,,2026,3,0_4,
Holy See,VAT,EUR,,2026,2,5_14,
Holy See,VAT,EUR,,2026,2,0_4,
Holy See,VAT,EUR,,2026,1,65+,
Holy See,VAT,EUR,,2026,1,5_14,
Holy See,VAT,EUR,,2026,1,15_64,
Holy See,VAT,EUR,,2026,4,15_64,
Holy See,VAT,EUR,,2026,3,15_64,
Holy See,VAT,EUR,,2026,2,15_64,
Holy See,VAT,EUR,,2026,1,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2026,4,65+,
Heard Island and McDonald Islands,HMD,WPR,,2026,4,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2026,3,65+,
Heard Island and McDonald Islands,HMD,WPR,,2026,3,5_14,
Holy See,VAT,EUR,,2026,2,65+,
Heard Island and McDonald Islands,HMD,WPR,,2026,2,65+,
Honduras,HND,AMR,LMC,2026,1,5_14,0
Honduras,HND,AMR,LMC,2026,3,15_64,0
Iceland,ISL,EUR,HIC,2026,1,65+,
Iceland,ISL,EUR,HIC,2026,2,15_64,
Iceland,ISL,EUR,HIC,2026,1,5_14,
Iceland,ISL,EUR,HIC,2026,1,15_64,
Iceland,ISL,EUR,HIC,2026,4,0_4,
Iceland,ISL,EUR,HIC,2026,3,0_4,
Iceland,ISL,EUR,HIC,2026,2,0_4,
Iceland,ISL,EUR,HIC,2026,1,0_4,
Hungary,HUN,EUR,HIC,2026,4,5_14,
Hungary,HUN,EUR,HIC,2026,4,0_4,
Hungary,HUN,EUR,HIC,2026,3,0_4,
Hungary,HUN,EUR,HIC,2026,2,5_14,
Hungary,HUN,EUR,HIC,2026,2,0_4,
Honduras,HND,AMR,LMC,2026,4,65+,0
Hungary,HUN,EUR,HIC,2026,4,65+,
Hungary,HUN,EUR,HIC,2026,3,65+,
Hungary,HUN,EUR,HIC,2026,3,15_64,
Hungary,HUN,EUR,HIC,2026,2,65+,
Hungary,HUN,EUR,HIC,2026,2,15_64,
Hungary,HUN,EUR,HIC,2026,3,5_14,
Hungary,HUN,EUR,HIC,2026,1,65+,
Hungary,HUN,EUR,HIC,2026,1,15_64,
Hungary,HUN,EUR,HIC,2026,1,5_14,
Hungary,HUN,EUR,HIC,2026,1,0_4,
Honduras,HND,AMR,LMC,2026,4,5_14,0
Honduras,HND,AMR,LMC,2026,3,65+,0
Honduras,HND,AMR,LMC,2026,2,15_64,0
Honduras,HND,AMR,LMC,2026,4,0_4,0
Hungary,HUN,EUR,HIC,2026,4,15_64,
Gibraltar,GIB,EUR,HIC,2026,3,65+,
Heard Island and McDonald Islands,HMD,WPR,,2026,2,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,5_14,
Guyana,GUY,AMR,HIC,2026,2,0_4,
Guyana,GUY,AMR,HIC,2026,1,65+,
Guyana,GUY,AMR,HIC,2026,1,5_14,
Guyana,GUY,AMR,HIC,2026,1,0_4,
Guyana,GUY,AMR,HIC,2026,4,15_64,
Guyana,GUY,AMR,HIC,2026,3,15_64,
Guyana,GUY,AMR,HIC,2026,2,15_64,
Guyana,GUY,AMR,HIC,2026,1,15_64,
Guinea-Bissau,GNB,AFR,LIC,2026,4,65+,
Guinea-Bissau,GNB,AFR,LIC,2026,4,5_14,
Guinea-Bissau,GNB,AFR,LIC,2026,3,65+,
Guinea-Bissau,GNB,AFR,LIC,2026,3,5_14,
Guinea-Bissau,GNB,AFR,LIC,2026,4,15_64,
Guyana,GUY,AMR,HIC,2026,2,5_14,
Guinea-Bissau,GNB,AFR,LIC,2026,2,65+,
Guinea-Bissau,GNB,AFR,LIC,2026,2,5_14,
Guinea-Bissau,GNB,AFR,LIC,2026,2,15_64,
Guinea-Bissau,GNB,AFR,LIC,2026,1,65+,
Guinea-Bissau,GNB,AFR,LIC,2026,1,15_64,
Guinea-Bissau,GNB,AFR,LIC,2026,1,5_14,
Guinea-Bissau,GNB,AFR,LIC,2026,4,0_4,
Guinea-Bissau,GNB,AFR,LIC,2026,3,0_4,
Guinea-Bissau,GNB,AFR,LIC,2026,2,0_4,
Guinea-Bissau,GNB,AFR,LIC,2026,1,0_4,
Guinea,GIN,AFR,LMC,2026,4,5_14,
Guinea,GIN,AFR,LMC,2026,4,15_64,
Guinea,GIN,AFR,LMC,2026,3,5_14,
Guinea,GIN,AFR,LMC,2026,3,15_64,
Guinea-Bissau,GNB,AFR,LIC,2026,3,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,65+,
Guyana,GUY,AMR,HIC,2026,2,65+,
Guyana,GUY,AMR,HIC,2026,3,5_14,
Heard Island and McDonald Islands,HMD,WPR,,2026,4,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2026,3,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2026,2,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,0_4,
Heard Island and McDonald Islands,HMD,WPR,,2026,4,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2026,3,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2026,2,15_64,
Heard Island and McDonald Islands,HMD,WPR,,2026,1,15_64,
Haiti,HTI,AMR,LMC,2026,4,65+,
Haiti,HTI,AMR,LMC,2026,4,5_14,
Haiti,HTI,AMR,LMC,2026,4,0_4,
Haiti,HTI,AMR,LMC,2026,3,65+,
Haiti,HTI,AMR,LMC,2026,3,5_14,
Guyana,GUY,AMR,HIC,2026,3,0_4,
Haiti,HTI,AMR,LMC,2026,3,0_4,
Haiti,HTI,AMR,LMC,2026,2,5_14,
Haiti,HTI,AMR,LMC,2026,2,0_4,
Haiti,HTI,AMR,LMC,2026,1,65+,
Haiti,HTI,AMR,LMC,2026,1,5_14,
Haiti,HTI,AMR,LMC,2026,1,0_4,
Haiti,HTI,AMR,LMC,2026,4,15_64,
Haiti,HTI,AMR,LMC,2026,3,15_64,
Haiti,HTI,AMR,LMC,2026,2,15_64,
Haiti,HTI,AMR,LMC,2026,1,15_64,
Guyana,GUY,AMR,HIC,2026,4,65+,
Guyana,GUY,AMR,HIC,2026,4,5_14,
Guyana,GUY,AMR,HIC,2026,4,0_4,
Guyana,GUY,AMR,HIC,2026,3,65+,
Haiti,HTI,AMR,LMC,2026,2,65+,
Iceland,ISL,EUR,HIC,2026,2,65+,
Gibraltar,GIB,EUR,HIC,2026,3,0_4,
Gibraltar,GIB,EUR,HIC,2026,2,5_14,
Finland,FIN,EUR,HIC,2026,1,15_64,
Finland,FIN,EUR,HIC,2026,4,0_4,
Finland,FIN,EUR,HIC,2026,4,5_14,
Finland,FIN,EUR,HIC,2026,3,0_4,
Finland,FIN,EUR,HIC,2026,3,5_14,
Finland,FIN,EUR,HIC,2026,2,0_4,
Finland,FIN,EUR,HIC,2026,2,5_14,
Finland,FIN,EUR,HIC,2026,1,0_4,
Finland,FIN,EUR,HIC,2026,1,5_14,
Fiji,FJI,WPR,UMC,2026,4,65+,
Fiji,FJI,WPR,UMC,2026,3,65+,
Fiji,FJI,WPR,UMC,2026,3,0_4,
Fiji,FJI,WPR,UMC,2026,2,65+,
Fiji,FJI,WPR,UMC,2026,1,65+,
Fiji,FJI,WPR,UMC,2026,1,0_4,
Fiji,FJI,WPR,UMC,2026,3,15_64,
Fiji,FJI,WPR,UMC,2026,2,15_64,
Fiji,FJI,WPR,UMC,2026,1,15_64,
Fiji,FJI,WPR,UMC,2026,4,5_14,
Fiji,FJI,WPR,UMC,2026,4,0_4,
Fiji,FJI,WPR,UMC,2026,3,5_14,
Fiji,FJI,WPR,UMC,2026,2,5_14,
Fiji,FJI,WPR,UMC,2026,2,0_4,
Fiji,FJI,WPR,UMC,2026,1,5_14,
Fiji,FJI,WPR,UMC,2026,4,15_64,
Faroe Islands,FRO,EUR,HIC,2026,1,0_4,
Faroe Islands,FRO,EUR,HIC,2026,4,65+,
Finland,FIN,EUR,HIC,2026,1,65+,
Finland,FIN,EUR,HIC,2026,2,15_64,
Finland,FIN,EUR,HIC,2026,2,65+,
Finland,FIN,EUR,HIC,2026,3,15_64,
French Guiana,GUF,AMR,,2026,2,5_14,
French Guiana,GUF,AMR,,2026,2,0_4,
French Guiana,GUF,AMR,,2026,1,65+,
French Guiana,GUF,AMR,,2026,1,5_14,
French Guiana,GUF,AMR,,2026,1,0_4,
French Guiana,GUF,AMR,,2026,4,15_64,
French Guiana,GUF,AMR,,2026,3,15_64,
French Guiana,GUF,AMR,,2026,2,15_64,
French Guiana,GUF,AMR,,2026,1,15_64,
France,FRA,EUR,HIC,2026,4,0_4,
France,FRA,EUR,HIC,2026,2,65+,3
France,FRA,EUR,HIC,2026,4,65+,
France,FRA,EUR,HIC,2026,3,65+,
Faroe Islands,FRO,EUR,HIC,2026,3,65+,
France,FRA,EUR,HIC,2026,3,0_4,
France,FRA,EUR,HIC,2026,4,15_64,
France,FRA,EUR,HIC,2026,2,0_4,
France,FRA,EUR,HIC,2026,3,15_64,
France,FRA,EUR,HIC,2026,1,15_64,1
France,FRA,EUR,HIC,2026,1,0_4,
France,FRA,EUR,HIC,2026,4,5_14,
France,FRA,EUR,HIC,2026,3,5_14,
France,FRA,EUR,HIC,2026,2,5_14,
France,FRA,EUR,HIC,2026,1,65+,6
France,FRA,EUR,HIC,2026,1,5_14,
Finland,FIN,EUR,HIC,2026,4,65+,
Finland,FIN,EUR,HIC,2026,4,15_64,
Finland,FIN,EUR,HIC,2026,3,65+,
France,FRA,EUR,HIC,2026,2,15_64,3
Faroe Islands,FRO,EUR,HIC,2026,2,65+,
Faroe Islands,FRO,EUR,HIC,2026,1,65+,
Faroe Islands,FRO,EUR,HIC,2026,1,15_64,
Ethiopia,ETH,AFR,LIC,2026,1,65+,
Ethiopia,ETH,AFR,LIC,2026,3,15_64,
Ethiopia,ETH,AFR,LIC,2026,1,5_14,
Ethiopia,ETH,AFR,LIC,2026,1,15_64,
Ethiopia,ETH,AFR,LIC,2026,4,15_64,
Ethiopia,ETH,AFR,LIC,2026,4,0_4,
Ethiopia,ETH,AFR,LIC,2026,3,0_4,
Ethiopia,ETH,AFR,LIC,2026,2,15_64,
Ethiopia,ETH,AFR,LIC,2026,2,0_4,
Ethiopia,ETH,AFR,LIC,2026,1,0_4,
Eswatini,SWZ,AFR,LMC,2026,4,5_14,
Eswatini,SWZ,AFR,LMC,2026,3,65+,
Eswatini,SWZ,AFR,LMC,2026,3,5_14,
Ethiopia,ETH,AFR,LIC,2026,2,5_14,
Eswatini,SWZ,AFR,LMC,2026,2,65+,
Eswatini,SWZ,AFR,LMC,2026,1,65+,
Eswatini,SWZ,AFR,LMC,2026,1,5_14,
Eswatini,SWZ,AFR,LMC,2026,4,0_4,
Eswatini,SWZ,AFR,LMC,2026,3,0_4,
Eswatini,SWZ,AFR,LMC,2026,2,0_4,
Eswatini,SWZ,AFR,LMC,2026,1,0_4,
Eswatini,SWZ,AFR,LMC,2026,4,65+,
Eswatini,SWZ,AFR,LMC,2026,4,15_64,
Eswatini,SWZ,AFR,LMC,2026,3,15_64,
Eswatini,SWZ,AFR,LMC,2026,2,15_64,
Eswatini,SWZ,AFR,LMC,2026,1,15_64,
Estonia,EST,EUR,HIC,2026,4,65+,2
Estonia,EST,EUR,HIC,2026,2,65+,13
Eswatini,SWZ,AFR,LMC,2026,2,5_14,
French Guiana,GUF,AMR,,2026,2,65+,
Ethiopia,ETH,AFR,LIC,2026,2,65+,
Ethiopia,ETH,AFR,LIC,2026,3,65+,
Faroe Islands,FRO,EUR,HIC,2026,4,5_14,
Faroe Islands,FRO,EUR,HIC,2026,4,0_4,
Faroe Islands,FRO,EUR,HIC,2026,4,15_64,
Faroe Islands,FRO,EUR,HIC,2026,3,5_14,
Faroe Islands,FRO,EUR,HIC,2026,3,15_64,
Faroe Islands,FRO,EUR,HIC,2026,3,0_4,
Faroe Islands,FRO,EUR,HIC,2026,2,15_64,
Faroe Islands,FRO,EUR,HIC,2026,2,5_14,
Faroe Islands,FRO,EUR,HIC,2026,2,0_4,
Faroe Islands,FRO,EUR,HIC,2026,1,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,4,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,4,15_64,
Falkland Islands (Malvinas),FLK,AMR,,2026,3,15_64,
Ethiopia,ETH,AFR,LIC,2026,3,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,2,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,15_64,
Falkland Islands (Malvinas),FLK,AMR,,2026,4,0_4,
Falkland Islands (Malvinas),FLK,AMR,,2026,3,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,3,0_4,
Falkland Islands (Malvinas),FLK,AMR,,2026,2,0_4,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,0_4,
Falkland Islands (Malvinas),FLK,AMR,,2026,4,65+,
Falkland Islands (Malvinas),FLK,AMR,,2026,3,65+,
Falkland Islands (Malvinas),FLK,AMR,,2026,2,65+,
Falkland Islands (Malvinas),FLK,AMR,,2026,1,65+,
Ethiopia,ETH,AFR,LIC,2026,4,65+,
Ethiopia,ETH,AFR,LIC,2026,4,5_14,
Falkland Islands (Malvinas),FLK,AMR,,2026,2,15_64,
French Guiana,GUF,AMR,,2026,3,0_4,
French Guiana,GUF,AMR,,2026,3,5_14,
French Guiana,GUF,AMR,,2026,3,65+,
Germany,DEU,EUR,HIC,2026,2,15_64,
Germany,DEU,EUR,HIC,2026,2,0_4,
Germany,DEU,EUR,HIC,2026,1,65+,
Germany,DEU,EUR,HIC,2026,1,15_64,
Germany,DEU,EUR,HIC,2026,1,0_4,
Germany,DEU,EUR,HIC,2026,1,5_14,
Germany,DEU,EUR,HIC,2026,4,5_14,
Germany,DEU,EUR,HIC,2026,3,5_14,
Germany,DEU,EUR,HIC,2026,2,5_14,
Georgia,GEO,EUR,UMC,2026,4,5_14,
Georgia,GEO,EUR,UMC,2026,4,0_4,
Georgia,GEO,EUR,UMC,2026,3,5_14,
Georgia,GEO,EUR,UMC,2026,3,0_4,
Germany,DEU,EUR,HIC,2026,2,65+,
Georgia,GEO,EUR,UMC,2026,2,5_14,
Georgia,GEO,EUR,UMC,2026,1,5_14,
Georgia,GEO,EUR,UMC,2026,1,0_4,
Georgia,GEO,EUR,UMC,2026,4,65+,
Georgia,GEO,EUR,UMC,2026,4,15_64,
Georgia,GEO,EUR,UMC,2026,3,65+,
Georgia,GEO,EUR,UMC,2026,3,15_64,
Georgia,GEO,EUR,UMC,2026,2,65+,
Georgia,GEO,EUR,UMC,2026,2,15_64,
Georgia,GEO,EUR,UMC,2026,1,65+,
Georgia,GEO,EUR,UMC,2026,1,15_64,
Gambia,GMB,AFR,LIC,2026,4,0_4,
Gambia,GMB,AFR,LIC,2026,3,5_14,
Gambia,GMB,AFR,LIC,2026,3,0_4,
Georgia,GEO,EUR,UMC,2026,2,0_4,
Gambia,GMB,AFR,LIC,2026,2,0_4,
Germany,DEU,EUR,HIC,2026,3,0_4,
Germany,DEU,EUR,HIC,2026,3,65+,
Gibraltar,GIB,EUR,HIC,2026,2,0_4,
Gibraltar,GIB,EUR,HIC,2026,1,65+,
Gibraltar,GIB,EUR,HIC,2026,1,0_4,
Gibraltar,GIB,EUR,HIC,2026,4,15_64,
Gibraltar,GIB,EUR,HIC,2026,3,5_14,
Gibraltar,GIB,EUR,HIC,2026,3,15_64,
Gibraltar,GIB,EUR,HIC,2026,2,15_64,
Gibraltar,GIB,EUR,HIC,2026,1,5_14,
Gibraltar,GIB,EUR,HIC,2026,1,15_64,
Ghana,GHA,AFR,LMC,2026,4,65+,
Ghana,GHA,AFR,LMC,2026,4,0_4,
Ghana,GHA,AFR,LMC,2026,4,15_64,
Ghana,GHA,AFR,LMC,2026,3,65+,
Germany,DEU,EUR,HIC,2026,3,15_64,
Ghana,GHA,AFR,LMC,2026,3,15_64,
Ghana,GHA,AFR,LMC,2026,2,15_64,
Ghana,GHA,AFR,LMC,2026,2,65+,
Ghana,GHA,AFR,LMC,2026,1,15_64,
Ghana,GHA,AFR,LMC,2026,2,0_4,
Ghana,GHA,AFR,LMC,2026,1,65+,
Ghana,GHA,AFR,LMC,2026,1,0_4,
Ghana,GHA,AFR,LMC,2026,4,5_14,
Ghana,GHA,AFR,LMC,2026,3,5_14,
Ghana,GHA,AFR,LMC,2026,2,5_14,
Ghana,GHA,AFR,LMC,2026,1,5_14,
Germany,DEU,EUR,HIC,2026,4,65+,
Germany,DEU,EUR,HIC,2026,4,15_64,
Germany,DEU,EUR,HIC,2026,4,0_4,
Ghana,GHA,AFR,LMC,2026,3,0_4,
Gibraltar,GIB,EUR,HIC,2026,2,65+,
Gambia,GMB,AFR,LIC,2026,1,5_14,
Gambia,GMB,AFR,LIC,2026,4,65+,
French Southern Territories,ATF,AFR,,2026,2,5_14,
French Southern Territories,ATF,AFR,,2026,1,15_64,
French Southern Territories,ATF,AFR,,2026,2,15_64,
French Southern Territories,ATF,AFR,,2026,1,0_4,
French Southern Territories,ATF,AFR,,2026,1,5_14,
French Southern Territories,ATF,AFR,,2026,4,65+,
French Southern Territories,ATF,AFR,,2026,3,65+,
French Southern Territories,ATF,AFR,,2026,2,65+,
French Southern Territories,ATF,AFR,,2026,1,65+,
French Polynesia,PYF,WPR,HIC,2026,4,65+,
French Polynesia,PYF,WPR,HIC,2026,4,5_14,
French Polynesia,PYF,WPR,HIC,2026,3,65+,
French Polynesia,PYF,WPR,HIC,2026,3,5_14,
French Southern Territories,ATF,AFR,,2026,2,0_4,
French Polynesia,PYF,WPR,HIC,2026,2,65+,
French Polynesia,PYF,WPR,HIC,2026,1,65+,
French Polynesia,PYF,WPR,HIC,2026,1,5_14,
French Polynesia,PYF,WPR,HIC,2026,4,0_4,
French Polynesia,PYF,WPR,HIC,2026,3,0_4,
French Polynesia,PYF,WPR,HIC,2026,2,0_4,
French Polynesia,PYF,WPR,HIC,2026,1,0_4,
French Polynesia,PYF,WPR,HIC,2026,4,15_64,
French Polynesia,PYF,WPR,HIC,2026,3,15_64,
French Polynesia,PYF,WPR,HIC,2026,2,15_64,
French Polynesia,PYF,WPR,HIC,2026,1,15_64,
French Guiana,GUF,AMR,,2026,4,65+,
French Guiana,GUF,AMR,,2026,4,5_14,
French Guiana,GUF,AMR,,2026,4,0_4,
French Polynesia,PYF,WPR,HIC,2026,2,5_14,
Gambia,GMB,AFR,LIC,2026,1,0_4,
French Southern Territories,ATF,AFR,,2026,3,15_64,
French Southern Territories,ATF,AFR,,2026,3,5_14,
Gambia,GMB,AFR,LIC,2026,4,5_14,
Gambia,GMB,AFR,LIC,2026,3,65+,
Gambia,GMB,AFR,LIC,2026,2,65+,
Gambia,GMB,AFR,LIC,2026,2,5_14,
Gambia,GMB,AFR,LIC,2026,4,15_64,
Gambia,GMB,AFR,LIC,2026,1,65+,
Gambia,GMB,AFR,LIC,2026,3,15_64,
Gambia,GMB,AFR,LIC,2026,2,15_64,
Gambia,GMB,AFR,LIC,2026,1,15_64,
Gabon,GAB,AFR,UMC,2026,4,65+,
Gabon,GAB,AFR,UMC,2026,3,65+,
Gabon,GAB,AFR,UMC,2026,3,0_4,
Gabon,GAB,AFR,UMC,2026,2,65+,
French Southern Territories,ATF,AFR,,2026,3,0_4,
Gabon,GAB,AFR,UMC,2026,1,65+,
Gabon,GAB,AFR,UMC,2026,4,5_14,
Gabon,GAB,AFR,UMC,2026,4,0_4,
Gabon,GAB,AFR,UMC,2026,3,5_14,
Gabon,GAB,AFR,UMC,2026,2,5_14,
Gabon,GAB,AFR,UMC,2026,2,0_4,
Gabon,GAB,AFR,UMC,2026,1,5_14,
Gabon,GAB,AFR,UMC,2026,4,15_64,
Gabon,GAB,AFR,UMC,2026,3,15_64,
Gabon,GAB,AFR,UMC,2026,2,15_64,
Gabon,GAB,AFR,UMC,2026,1,15_64,
French Southern Territories,ATF,AFR,,2026,4,5_14,
French Southern Territories,ATF,AFR,,2026,4,15_64,
French Southern Territories,ATF,AFR,,2026,4,0_4,
Gabon,GAB,AFR,UMC,2026,1,0_4,
Estonia,EST,EUR,HIC,2026,3,65+,8
Iceland,ISL,EUR,HIC,2026,2,5_14,
Iceland,ISL,EUR,HIC,2026,3,5_14,
